	Astrocytes_14	Astrocytes_40	Astrocytes_41	Blood_73	Ependymal_47	Excluded_38	Immune_32	Immune_34	Immune_35	Neurons_25	Neurons_26	Neurons_27	Neurons_63	Oligos_0	Oligos_1	Oligos_14	Vascular_14	Vascular_67	Vascular_69
Spotx311	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0
Spotx312	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0
Spotx313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Spotx314	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx315	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.1666666716337204
Spotx316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.75	0.0	0.0	0.0	0.0
Spotx317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx318	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0
Spotx319	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx320	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx321	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx322	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10000000149011612	0.0	0.5	0.0	0.0	0.0	0.0
Spotx323	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx324	0.0	0.1428571492433548	0.0	0.0	0.0	0.0	0.0	0.2857142984867096	0.5714285969734192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx325	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222238779068	0.1111111119389534	0.0	0.0	0.0	0.0	0.0	0.0
Spotx326	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0
Spotx327	0.0	0.0	0.5555555820465088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4444444477558136	0.0
Spotx328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6000000238418579	0.4000000059604645	0.0	0.0	0.0	0.0
Spotx329	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0
Spotx330	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.3333333432674408	0.0
Spotx332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.800000011920929	0.0	0.0	0.0	0.0
Spotx333	0.5	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx334	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.20000000298023224	0.4000000059604645
Spotx335	0.0	0.0	0.0	0.1428571492433548	0.0	0.0	0.0	0.8571428656578064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx337	0.0	0.0	0.0	0.0	0.10000000149011612	0.0	0.30000001192092896	0.0	0.0	0.0	0.0	0.10000000149011612	0.0	0.0	0.0	0.0	0.5	0.0	0.0
Spotx338	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0
Spotx339	0.0	0.0	0.4285714328289032	0.4285714328289032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571492433548	0.0	0.0	0.0	0.0
Spotx340	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx341	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.3333333432674408	0.0	0.0	0.0
Spotx342	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx343	0.0	0.1428571492433548	0.0	0.0	0.4285714328289032	0.0	0.0	0.0	0.0	0.1428571492433548	0.0	0.0	0.2857142984867096	0.0	0.0	0.0	0.0	0.0	0.0
Spotx344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4444444477558136	0.5555555820465088	0.0	0.0	0.0	0.0
Spotx346	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Spotx348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
Spotx349	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0
Spotx350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Spotx351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.800000011920929	0.0	0.0	0.0	0.0	0.0	0.20000000298023224
Spotx352	0.0	0.0	0.0	0.0	0.0	0.0	0.8333333134651184	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0
Spotx353	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.800000011920929	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Spotx356	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222238779068	0.0	0.0	0.0	0.4444444477558136
Spotx357	0.20000000298023224	0.0	0.800000011920929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx358	0.0	0.0	0.0	0.125	0.125	0.0	0.125	0.25	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.25	0.625	0.0	0.0	0.0	0.0
Spotx360	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx361	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0
Spotx362	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.20000000298023224	0.0	0.4000000059604645
Spotx363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx364	0.0	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.0
Spotx365	0.0	0.0	0.0	0.0	0.0	0.2222222238779068	0.7777777910232544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx366	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx367	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.125	0.0	0.0
Spotx368	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
Spotx369	0.0	0.0	0.4285714328289032	0.1428571492433548	0.0	0.0	0.2857142984867096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571492433548	0.0	0.0	0.0
Spotx370	0.4444444477558136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222238779068	0.0	0.0	0.0	0.0	0.1111111119389534	0.0	0.0	0.0	0.0	0.2222222238779068
Spotx371	0.0	0.4000000059604645	0.4000000059604645	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx372	0.0	0.0	0.0	0.0	0.6000000238418579	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Spotx374	0.0	0.0	0.0	0.0	0.6000000238418579	0.0	0.4000000059604645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx375	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3636363744735718	0.0	0.3636363744735718	0.0	0.27272728085517883
Spotx377	0.0	0.3333333432674408	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx379	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.5
Spotx380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0
Spotx381	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.125	0.0	0.625	0.0	0.0	0.0
Spotx383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8333333134651184	0.0	0.1666666716337204	0.0	0.0	0.0
Spotx384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Spotx386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.375	0.25
Spotx387	0.0	0.0	0.0	0.0	0.0	0.5555555820465088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4444444477558136	0.0	0.0	0.0	0.0
Spotx388	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx389	0.0	0.4444444477558136	0.0	0.0	0.0	0.0	0.5555555820465088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714328289032	0.5714285969734192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8888888955116272	0.1111111119389534	0.0	0.0	0.0	0.0	0.0
Spotx392	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0
Spotx393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx395	0.1666666716337204	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx396	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.5
Spotx397	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0
Spotx398	0.0	0.0	0.3333333432674408	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
Spotx400	0.09090909361839294	0.0	0.0	0.1818181872367859	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909361839294	0.0	0.0	0.0	0.0	0.6363636255264282	0.0	0.0	0.0
Spotx401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx402	0.0	0.0	0.0	0.0	0.5	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx403	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx405	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx407	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.375	0.0	0.0
Spotx408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571492433548	0.5714285969734192	0.0	0.0	0.1428571492433548	0.0	0.0	0.1428571492433548	0.0
Spotx409	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.1666666716337204	0.0
Spotx410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.1666666716337204	0.3333333432674408	0.0	0.0	0.0	0.0	0.0
Spotx411	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0
Spotx412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8333333134651184
Spotx413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Spotx414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Spotx415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Spotx416	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0
Spotx417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.625	0.0	0.0
Spotx419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Spotx420	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Spotx422	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5
Spotx424	0.4285714328289032	0.0	0.0	0.0	0.1428571492433548	0.4285714328289032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx425	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0
Spotx426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Spotx427	0.0	0.2857142984867096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714328289032	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142984867096	0.0	0.0
Spotx428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Spotx429	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0
Spotx431	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.800000011920929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Spotx434	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666716337204
Spotx435	0.0	0.0	0.0	0.0	0.30000001192092896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.5	0.0	0.0	0.0	0.0
Spotx436	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx437	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx438	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.5	0.0	0.0
Spotx439	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx440	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.800000011920929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx441	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx442	0.2222222238779068	0.0	0.0	0.0	0.0	0.0	0.0	0.4444444477558136	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0
Spotx443	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx444	0.0	0.0	0.3333333432674408	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0
Spotx445	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0
Spotx446	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0
Spotx447	0.0	0.0	0.0	0.7142857313156128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571492433548	0.1428571492433548	0.0
Spotx448	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Spotx450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Spotx451	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.4000000059604645	0.0	0.0
Spotx452	0.0	0.30000001192092896	0.6000000238418579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10000000149011612	0.0	0.0	0.0	0.0	0.0
Spotx453	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx454	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.6000000238418579	0.0
Spotx455	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Spotx457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.800000011920929	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Spotx459	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0
Spotx460	0.0	0.0	0.1111111119389534	0.0	0.0	0.0	0.1111111119389534	0.0	0.3333333432674408	0.0	0.0	0.4444444477558136	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx461	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx462	0.0	0.0	0.5714285969734192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142984867096	0.0	0.0	0.0	0.0	0.1428571492433548
Spotx463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.3333333432674408	0.0
Spotx464	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.5	0.0	0.0	0.1666666716337204	0.0	0.0
Spotx465	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571492433548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8571428656578064	0.0	0.0
Spotx466	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.20000000298023224	0.0
